Source,IMD,,,,,,,,,,,,,,
State,District,Year,January,February,March,April,May,June,July,August,September,October,November,December,Annual Total
Maharashtra,Gondia,2007,0,0.8,25.4,0.4,3.2,220,423,305.8,228.2,16.7,1.2,0,1224.7
Maharashtra,Gondia,2008,0,27.6,52.2,0,0,231.3,292.8,388.7,116.7,6.6,0,0,1115.9
Maharashtra,Gondia,2009,0,0,3,12.8,0,48,503.4,230.2,109,18.4,111.4,12.8,1049
Maharashtra,Gondia,2010,16.4,15.9,19,0,0,159.8,586.1,314.1,356.2,36.6,4.6,0,1508.7
Maharashtra,Jalgaon,2004,0.2,0,0,0,22.3,102.2,169.3,204.5,134.7,14.3,0,0,647.5
Maharashtra,Jalgaon,2005,5,0.3,4.5,1.3,1.2,58.8,147.9,122.8,196.5,2.7,0,0,541.0
Maharashtra,Jalgaon,2006,0,0,1.1,0,5,122.6,360.6,468.8,224.8,56.4,0,0,1239.3
Maharashtra,Jalgaon,2007,0,0,0,0.3,1.7,44.6,247.6,141.1,158.7,0,1.4,0,595.4
Maharashtra,Jalgaon,2008,0,0,0,0,0,59.7,141.7,92.7,235,18.2,0,0,547.3
Maharashtra,Jalgaon,2009,0.9,0,0,0,2,62.5,224.9,115.9,125.8,62.7,110.7,11.9,717.3
Maharashtra,Jalgaon,2010,0.2,2.4,1.9,0,1.5,90.4,291.2,239.4,113.3,21.7,86.3,0,848.3
Maharashtra,Jalna,2004,1.9,0,0,0,6,116.5,226,76.6,183,16.1,11.6,0,637.7
Maharashtra,Jalna,2005,0,2,1.2,3.4,3.2,50.4,363.8,126.5,174.7,51.3,0,0,776.5
Maharashtra,Jalna,2006,0,0,0,0.8,1.4,127.8,126.1,324.5,199.2,64,0,0,843.8
Maharashtra,Jalna,2007,0,0,0,0,0,79.3,147.5,122,136.4,0,0,0,485.2
Maharashtra,Jalna,2008,0,0,N.A.,0,0,66.9,124.8,121.8,211.9,44,0,0,N.A.
Maharashtra,Jalna,2009,0,0,0,0,21.4,33.1,209.4,173.8,121.7,42.6,58.7,0.4,661.1
Maharashtra,Jalna,2010,7.2,0,0,0,0.4,97.2,288.1,304,117.4,50.5,33.7,0,898.5
Maharashtra,Kolhapur,2004,0,0,0,4.1,14,546.7,327.6,692.9,186.5,43.1,1.7,0,1816.6
Maharashtra,Kolhapur,2005,0.3,0.1,0,17.7,9.7,467.5,953.6,736.5,514.9,109.4,0,0.1,2809.8
Maharashtra,Kolhapur,2006,0,0,1.2,0.1,37.5,403.7,978.8,814.6,299.2,66.3,10,0,2611.4
Maharashtra,Kolhapur,2007,0,0,0,0.6,3.8,680.2,598.2,653.2,271.9,42.7,10,0,2260.6
Maharashtra,Kolhapur,2008,0,0,56.5,3.3,69.1,435.8,329.6,671.3,419.1,91.8,1.8,3.7,2082.0
Maharashtra,Kolhapur,2009,0,0,2.6,0.8,1.8,93.9,1089.3,229.8,292.4,173,100.1,5.9,1989.6
Maharashtra,Kolhapur,2010,0,0,0,16.2,5.4,358.1,763.8,336.3,310.3,126.6,71.8,0,1988.5
Maharashtra,Latur,2004,11.2,0,0,10.5,0,74.8,361.4,93.1,153.8,65.4,16,0,786.2
Maharashtra,Latur,2005,20.5,0.4,3,22,2,71.9,350.1,142,293.4,186,0,0,1091.3
Maharashtra,Latur,2006,0,0,15.3,7.8,8.2,127.6,149.3,293.3,247.2,44.3,0,0,893.0
Maharashtra,Latur,2007,0,0,0,3.8,7.5,244.9,105.6,174.8,252.8,0,13,0,802.4
Maharashtra,Latur,2008,0,0,69.7,2,0,55.8,107.2,156.8,310.3,7.4,1.1,0,710.3
Maharashtra,Latur,2009,0,0,0.5,2.5,15.8,57.8,112.9,178.7,101.1,53,20.2,6.9,549.4
Maharashtra,Latur,2010,4.5,20,0,1,1.4,68.4,315.4,428.7,201.6,78.8,28,1,1148.8
Maharashtra,Bombay,2004,0,0,0,0,49.5,281.9,812.3,862.6,172.7,45.6,2.5,0,2227.1
Maharashtra,Bombay,2005,0.5,0,0.1,0,0.2,561.8,1049.8,462.3,668.6,26.3,0,0,2769.6
Maharashtra,Bombay,2006,0,0,10.2,0,86.5,456.2,999.5,765.1,259.6,222.9,6.2,0,2806.2
Maharashtra,Bombay,2007,0,2.3,0,0,0.4,776.6,650.9,646.2,428.7,0,3.9,0,2509.0
Maharashtra,Bombay,2008,0,0,0.1,0,0.5,768,910.2,498.8,338,15.4,1.6,0.2,2532.8
Maharashtra,Bombay,2009,0,0,0,0,1.3,241,956.8,247.4,420.8,190.8,105.4,0,2163.5
Maharashtra,Bombay,2010,0,0,0,0.3,0,947.4,1112.7,860.7,272.9,122.4,55.7,0,3372.1
Maharashtra,Nagpur,2004,49.4,1.5,0.6,19.3,20.6,135.7,256.3,205.5,88.1,7.7,6.8,0,791.5
Maharashtra,Nagpur,2005,98.3,13.3,19.8,11.2,12,190,421.1,178.8,294.9,89.1,0,0.8,1329.3
Maharashtra,Nagpur,2006,0,0,91,25.8,39.2,108.5,344.3,296.1,145.6,7.9,18,0,1076.4
Maharashtra,Nagpur,2007,0,2.4,8,3.5,6.6,251.5,402.1,288.8,220.7,29.3,37.8,0,1250.7
Maharashtra,Nagpur,2008,0,0,18.5,4.6,15.1,198.3,298.6,188.8,100.1,16.8,0,0,840.8
Maharashtra,Nagpur,2009,0,0,9.2,0,20.3,95.4,463.7,183.7,107,50.9,53.2,3.3,986.7
Maharashtra,Nagpur,2010,17,18.8,18.9,0,2,141.2,383.1,396.7,228,24.5,58.8,0.4,1289.4
Maharashtra,Nanded,2004,2.5,0,0.6,1.1,20.3,74.3,208.4,95.7,202.8,46.8,19,0,671.5
Maharashtra,Nanded,2005,20.5,1,16.1,2,0,26.3,391.3,125.8,246,54,0,0,883.0
Maharashtra,Nanded,2006,0,0,0,0,9.5,79.3,149.3,287.1,168.1,52,0,0,745.3
Maharashtra,Nanded,2007,0,0,0,0,0,144.5,94.2,191.2,157,0,0,0,586.9
Maharashtra,Nanded,2008,0,0,N.A.,0,3,85.5,133.5,124.8,148.2,5.5,7.1,0,N.A.
Maharashtra,Nanded,2009,0,0,0,0,11.5,70.3,125.3,132.8,98,56.2,32.3,2.3,528.7
Maharashtra,Nanded,2010,10,21.5,14,1.3,0.3,91.4,312.3,232.4,200.3,77.8,40.7,0,1002
Maharashtra,Nandurbar,2004,0,0,0,0,4.7,124.2,253,571,98.1,42.6,0,0,1093.6
Maharashtra,Nandurbar,2005,0,0,0,0.5,0,357,393.1,211.9,243.5,0.5,0,0,1206.5
Maharashtra,Nandurbar,2006,0,0,0,0,0,164.3,591.2,604.9,191.6,34.3,4.5,0,1590.8
Maharashtra,Nandurbar,2007,0,0,0,0,0,169.3,598,206.7,118.2,0,29.8,0,1122.0
Maharashtra,Nandurbar,2008,0,0,0,0,0,78.9,263.3,345.2,321.3,29.8,0,0,1038.5
Maharashtra,Nandurbar,2009,0,0,0,0,0,27.3,310,152.8,112.5,65,45.3,6.7,719.6
Maharashtra,Nandurbar,2010,0,0,0,0,0,94.3,243.5,225.2,116.7,63.7,78,0,821.4
Maharashtra,Nasik,2004,0,0,0,0,24.1,173.5,240.6,584.1,214.4,85.6,2,0,1324.3
Maharashtra,Nasik,2005,0.5,0,0,2.2,3.3,388.3,395.4,260.8,394.4,45.8,0,0,1490.7
Maharashtra,Nasik,2006,0,0,0.9,0.1,2.1,155.3,516.7,615.4,217.1,55.6,10.7,0,1573.9
Maharashtra,Nasik,2007,0,0,0,2.8,0.1,270.3,349.5,330.7,237.3,0,5,0,1195.7
Maharashtra,Nasik,2008,0,0,0,1,0,53.2,246.2,353.7,475.5,53.8,0.2,0.5,1184.1
Maharashtra,Nasik,2009,0,0,1.3,0.2,14.6,45.5,371.4,123.1,113.6,73.2,174.7,2.7,920.3
Maharashtra,Nasik,2010,0,0.5,0.8,0,5.9,191,239.7,307.1,154.9,69.6,105.8,0,1075.3
Maharashtra,Osmanabad,2004,1.1,0.6,0,10.7,54.9,150.5,179.2,44.7,153.2,81.3,0,0,676.2
Maharashtra,Osmanabad,2005,0,0,5.6,6.8,3.6,61.9,347.3,172.4,231.7,31.5,0,0,860.8
Maharashtra,Osmanabad,2006,0,0,1,0.3,23.8,117.8,61.7,164.4,212.3,40,15.6,0,636.9
Maharashtra,Osmanabad,2007,0,0,0,0.2,0.7,197,67.1,129,227,0,0,0,621.0
Maharashtra,Osmanabad,2008,0,0,46.9,22.8,0,51.2,88.5,187.8,355.6,5.8,10.3,2.3,771.2
Maharashtra,Osmanabad,2009,0,0,0.4,2.4,26.5,49.9,105.1,230.1,206,93.2,43.4,7.3,764.3
Maharashtra,Osmanabad,2010,20.8,3,0,1.1,5.7,151.7,351.5,284.6,163.4,59.9,27.1,1.3,1070.1
Maharashtra,Parbhani,2004,3.5,0,0,0.7,18.3,93.6,173.4,87.3,175.9,28.2,9.8,0,590.7
Maharashtra,Parbhani,2005,8.9,0.4,6,0.6,0.3,66.9,807.7,107.7,131.6,128.8,0,0,1258.9
Maharashtra,Parbhani,2006,0,0,11.4,0.1,8.8,104.7,101.6,497.1,148.7,65.5,0.8,0,938.7
Maharashtra,Parbhani,2007,0,0,0.2,1.2,0,157.8,222.7,192.4,223.2,0,20.3,0,817.8
Maharashtra,Parbhani,2008,3.5,0,7.1,12.1,0.5,110.4,152.6,128.9,239,19.7,35.3,0,709.1
Maharashtra,Parbhani,2009,0,0,0.3,1.4,23.4,78.2,166.2,213.9,129.3,62.2,45.4,4,724.3
Maharashtra,Parbhani,2010,10.2,1.7,23.6,1.5,0.1,93.3,435.7,367.9,169.2,39.9,28.6,0.2,1171.9
Maharashtra,Pune,2004,0,0,0,0,15.5,181.2,87.1,316,182.5,17.5,1.3,0,801.1
Maharashtra,Pune,2005,0.9,0,0.1,1.8,2.8,228.7,383.4,237.8,272.7,105.5,0,0,1233.7
Maharashtra,Pune,2006,0,0,1.3,0,8.2,191.8,332.8,390,197.7,57.1,4.2,0,1183.1
Maharashtra,Pune,2007,0,0,0,6,0.6,267.8,261.2,225,134.6,2.8,12.5,0,910.5
Maharashtra,Pune,2008,0,0,13.7,0.8,0.8,148.4,99.5,216.1,259.4,60.1,4.4,6.8,810.0
Maharashtra,Pune,2009,0,0,0.4,0,2.3,60.4,317.7,141.8,153.5,119.2,150.3,0.9,946.5
Maharashtra,Pune,2010,0.1,0,16.1,0.4,4.6,210,212,172.7,157,97.5,90.9,0,961.3
Maharashtra,Raigad,2004,0,0,0,0,4,521,1019.6,1335.3,320.5,26,2,0,3228.4
Maharashtra,Raigad,2005,0,0,0.2,0,0,662.3,1541.8,947,775.7,48.7,0,0,3975.7
Maharashtra,Raigad,2006,0,0,1.1,0,73.2,568.3,1427,1184.2,365.1,210.6,2.4,0,3831.9
Maharashtra,Raigad,2007,0,0,0,5.1,0.1,1086.6,1024.3,1062.8,558.6,8.6,11,0,3757.1
Maharashtra,Raigad,2008,0,0,0,0,0,815.4,912.9,965.5,542.2,86.2,0.4,0.6,3323.2
Maharashtra,Raigad,2009,0,0,0,0,0.1,205.4,1185.3,287.5,349.3,228.9,203.3,0,2459.8
Maharashtra,Raigad,2010,0,0,0,0.5,0,508.3,1372.6,946,520.2,131,95.9,0,3574.5
Maharashtra,Ratnagiri,2004,0,0,0,0,27.9,848.7,1001.7,908.2,273.3,41.5,1.8,0,3103.1
Maharashtra,Ratnagiri,2005,0.2,0,0,0,0,716.5,1352.6,873.8,597.9,93.6,0,0,3634.6
Maharashtra,Ratnagiri,2006,0,0,0.8,0,310.9,790.5,1122.4,836.7,469.7,163.8,3.9,0,3698.7
Maharashtra,Ratnagiri,2007,0,0,0,0.6,2.5,1254.1,880.1,1126.1,767.7,27.8,17.3,0,4076.2
Maharashtra,Ratnagiri,2008,0,0,5.2,0,40.5,871.7,660.3,826.4,520.9,55.2,0.1,10.9,2991.2
Maharashtra,Ratnagiri,2009,0,0,0.6,0,0.3,316.5,1350.7,402.6,512.5,291.2,101.4,0,2975.8
Maharashtra,Ratnagiri,2010,0,0,0,0.6,0,845.3,1688.5,714.6,626,232.6,94.1,0,4201.7
Maharashtra,Sangli,2004,0,0,0,1.8,21.8,232.9,49.3,139.9,150.2,24.8,0.2,0,620.9
Maharashtra,Sangli,2005,0,0.4,0,25.4,3.4,158.5,314.4,247.7,246,69.8,0,0,1065.6
Maharashtra,Sangli,2006,0,0,2.6,0.6,27.5,205.7,200.9,197.7,164,59.9,16.3,0,875.2
Maharashtra,Sangli,2007,0,0,0,5.8,12.1,312.4,127.9,160.1,135.6,9.1,12.2,0,775.2
Maharashtra,Sangli,2008,0,0,59.8,30.5,25.6,79.9,36,170.7,207.2,110.6,5.5,0.2,726.0
Maharashtra,Sangli,2009,0,0,0,0,37.2,58.3,178.6,101.9,198.5,117.9,103.2,1.3,796.9
Maharashtra,Sangli,2010,0.1,0,0,17,2.5,186.1,179.7,145.5,151.8,79.7,56.2,2.4,821
Maharashtra,Satara,2004,0,0,0.1,1.4,8.1,301.2,98.5,340.8,172.7,24.5,5.8,0,953.1
Maharashtra,Satara,2005,0.5,0.1,0,4.6,1,279.8,501.3,402.1,259.6,81.3,0,0,1530.3
Maharashtra,Satara,2006,0,0,2.9,0,32.4,253.1,477.9,381.1,153.5,48.3,12.9,0,1362.1
Maharashtra,Satara,2007,0,0,0,7.8,1.7,386.6,303.7,261,175.8,1.3,4.6,0,1142.5
Maharashtra,Satara,2008,0,0,31.4,2.4,17.6,160.6,99.3,265.1,216,62.2,4.9,2.6,862.1
Maharashtra,Satara,2009,0,0,3.2,0.6,15.6,81.1,540.1,221.3,201.8,122.3,171.7,0.9,1358.6
Maharashtra,Satara,2010,0,0,2.6,14.3,8.4,306.2,378.3,232.1,246.9,114.6,68.7,3,1375.1
Maharashtra,Sholapur,2004,0,0.8,0,1.5,38.8,110.2,123.8,28.7,214.1,47.9,0.1,0,565.9
Maharashtra,Sholapur,2005,0,0,0.9,3.6,4.7,41.6,155.9,110.5,151.7,166.9,0,0,635.8
Maharashtra,Sholapur,2006,0,0,0.7,1.2,21.5,140.8,32,61.8,231.4,44.5,8.7,0,542.6
Maharashtra,Sholapur,2007,0,0,0,0.1,0.2,227,49.8,143,223.4,0,9.5,0,653.0
Maharashtra,Sholapur,2008,0,0,49.7,7.7,4.8,27.7,63.4,156.2,279.1,58,25.4,0.5,672.5
Maharashtra,Sholapur,2009,0,0,1,0.8,32.8,75.3,54,167,230.4,109.8,54.1,3.2,728.4
Maharashtra,Sholapur,2010,21.4,1.4,0,5.1,3.6,146.1,182.3,258.2,138.2,86.2,36.6,2.8,881.9
Maharashtra,Sindhudurg,2004,0,0,0,0,38.4,902.4,811,598.7,209.6,49.5,0,0,2609.6
Maharashtra,Sindhudurg,2005,0,0,0,0.5,0,713.7,1128.7,561.2,518.7,54,0,0,2976.8
Maharashtra,Sindhudurg,2006,0,0,0,0,313.5,544.4,651.3,559,484.4,272.5,0,0,2825.1
Maharashtra,Sindhudurg,2007,0,0,0,1.8,55.5,858.5,651,846.6,553.6,88.3,46.9,0,3102.2
Maharashtra,Sindhudurg,2008,0,0,47.3,0,0,808.3,619.8,898.5,645.1,32.6,0,7.3,3058.9
Maharashtra,Sindhudurg,2009,0,0,0,0,21.3,669.6,1547.4,338,382.7,585.9,104.4,0,3649.3
Maharashtra,Sindhudurg,2010,0,0,0,11.7,17,1061.9,1794,867.2,559.5,292.5,151.4,0.5,4755.7
Maharashtra,Thane,2004,0,0,0,0,8,425.7,814,1452.6,194.7,34.8,0,0,2929.8
Maharashtra,Thane,2005,0,0,0,0,0,706.5,1237,726.3,876.2,17.1,0,0,3563.1
Maharashtra,Thane,2006,0,0,0.3,0,32.8,489.7,1153.7,1073.1,284,105.7,0,0,3139.3
Maharashtra,Thane,2007,0,0,0,0,0,512.5,723.7,957.4,401,0,0.1,0,2594.7
Maharashtra,Thane,2008,0,0,0,0,0,528,925.1,846.5,443.9,37.7,0.1,0.1,2781.4
Maharashtra,Thane,2009,0,0,0,0,0,131.1,1290.5,176.2,203.2,189.2,62.9,0,2053.1
Maharashtra,Thane,2010,0,0,1.4,0,0,380.4,1007.2,851.1,426.1,94.3,80.2,0,2840.7
Maharashtra,Wardha,2004,66,0,0,0,20,178,235.7,236.2,90.5,15.6,16.7,0,858.7
Maharashtra,Wardha,2005,88.7,8.7,26,11.9,1.6,182.1,323.5,214.5,228.4,85,0,3.9,1174.3
Maharashtra,Wardha,2006,0,0,80.6,27.2,52.4,108.3,357.8,302.1,115.3,36,17.3,0,1097.0
Maharashtra,Wardha,2007,0,2.2,7.8,6.6,6.6,336,413.3,272.6,257.9,0.7,11,0,1314.7
Maharashtra,Wardha,2008,0,0,28.5,2.5,2.8,80,322.9,194.6,167.1,20.2,0,0,818.6
Maharashtra,Wardha,2009,0,0,0,3.8,19,78.1,290.8,162.8,87.1,23.7,70.5,3.6,739.4
Maharashtra,Wardha,2010,11.2,7.3,19.8,0,0,157.5,427.8,351.1,227.6,49.3,62.3,4.2,1318.1
Maharashtra,Washim,2004,34.1,0,1.8,0,30,100.2,193.2,97.4,85.6,44,37.5,0,623.8
Maharashtra,Washim,2005,46.8,2.5,15.7,18.9,0,75.8,417.6,184.8,183.3,107.4,0,0,1052.8
Maharashtra,Washim,2006,0,0,104.2,0,38.8,107.1,205.8,480.2,185.1,37.1,41.3,0,1199.6
Maharashtra,Washim,2007,0,N.A.,0,7,0,102.9,267.4,212.2,168.6,1,15.1,0,N.A.
Maharashtra,Washim,2008,0,0,9.5,0,0,136.4,161,110.3,209.7,38.1,0,5.2,670.2
Maharashtra,Washim,2009,0,0,5,0,11.6,75.1,171.9,123.6,107.2,31.7,80.2,7.8,614.1
Maharashtra,Washim,2010,19.1,6,31.1,0,5,197,486.4,256.6,99.8,42.2,53.7,1,1197.9
Maharashtra,Yeotmal,2004,36.7,0,0,0,69,139.6,233.1,173.9,73,29.2,35.7,0,790.2
Maharashtra,Yeotmal,2005,81.8,14,18.8,11,13.8,164.8,488.1,257.2,164.8,79.9,0,1.3,1295.5
Maharashtra,Yeotmal,2006,0,0,57.6,14,27.9,112,351.7,403.8,205.3,106.8,10.9,0,1290.0
Maharashtra,Yeotmal,2007,0,0,4.6,1,14.4,122,250.4,176,216.1,5.4,6.2,0,796.1
Maharashtra,Yeotmal,2008,0,0,72.4,7.2,5.2,83.4,178.1,196.5,130.6,31.1,0,0,704.5
Maharashtra,Yeotmal,2009,0,0,1.2,0,10.2,99.4,142.3,128.1,108.3,10,70.1,0.4,570
Maharashtra,Yeotmal,2010,25.3,15,10.3,0,0,120.7,391.8,367.4,132.5,57.5,81.2,0,1201.7
Manipur,Churachandpur,2004,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Manipur,Churachandpur,2005,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Manipur,Churachandpur,2006,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Manipur,Churachandpur,2007,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Manipur,Churachandpur,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Manipur,Churachandpur,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Manipur,Churachandpur,2010,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Manipur,Imphal,2004,5.2,0,20.2,380,152.4,190.8,168.8,171.6,142.9,93.9,10.9,2.1,1338.8
Manipur,Imphal,2005,0,35.2,99.1,71,112.4,86.4,193.7,182.8,213.8,185.4,19.1,31.8,1230.7
Manipur,Imphal,2006,0,37.4,1.9,70.1,205.8,169.6,152.9,67.5,94.8,2.3,30.7,13.2,846.2
Manipur,Imphal,2007,0,184.7,6.6,158.5,256.7,220.2,129.1,89.8,156.9,140.6,49.7,0.2,1393
Manipur,Imphal,2008,33.3,31.7,78.9,14.8,93.2,170.1,256,200.5,85.6,95.8,0.9,2,1062.8
Manipur,Imphal,2009,0,22.5,40.1,74.4,105.3,108.1,183.1,203.4,113.9,152.1,5.2,0,1008.1
Manipur,Imphal,2010,7.8,7,98.4,248.4,222.2,260.2,300.9,93,136.9,194.2,16.1,47.3,1632.4
Manipur,Senapati,2004,N.A.,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Manipur,Senapati,2005,N.A.,0,N.A.,31.4,0,138.6,70.9,N.A.,N.A.,N.A.,N.A.,36,N.A.
Manipur,Senapati,2006,0,0,2.4,180,453.7,271.4,245.1,81,209.9,15,14.4,0.5,1473.4
Manipur,Senapati,2007,2.2,115.7,15,38.2,267.4,123,312.8,257.6,321.2,197.8,82.4,0,1733.3
Manipur,Senapati,2008,0,5,29,30.8,106.2,275.8,14.2,329.4,279.6,19.2,0,12,1101.2
Manipur,Senapati,2009,0,N.A.,70.6,21.2,111.2,104.9,192.6,N.A.,251.9,31.4,15,N.A.,N.A.
Manipur,Senapati,2010,0,N.A.,0,N.A.,N.A.,N.A.,N.A.,N.A.,114,N.A.,N.A.,N.A.,N.A.
Meghalaya,East Garo Hills,2004,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Meghalaya,East Garo Hills,2005,N.A.,1.8,136.9,116.6,0,43,671.3,447.9,129.6,506.6,0,0,N.A.
Meghalaya,East Garo Hills,2006,0,23.2,2.4,167.4,242.6,401.1,282.9,194.4,346.9,73.1,12,8.1,1754.1
Meghalaya,East Garo Hills,2007,0,40.4,32.5,214.6,132.8,705.5,945.1,432.3,524.9,203.8,38.9,0,3270.8
Meghalaya,East Garo Hills,2008,30.7,6.1,147.1,205,302.6,651.4,794.4,622.5,159.8,243.1,0,0,3162.7
Meghalaya,East Garo Hills,2009,0,0,38.5,98.1,340.1,462.7,687.3,1120.4,56.8,255.9,0,0,3059.8
Meghalaya,East Garo Hills,2010,0,0,102.1,549.5,365.6,301.1,619.5,210.6,160.9,176.9,0,0,2486.2
Meghalaya,East Khasi Hills,2004,8.5,13,465.5,1108.2,1053.8,1150.2,3079,1060.1,782,1174.1,22.6,18,9935
Meghalaya,East Khasi Hills,2005,13.2,12.7,342.4,273.8,609.2,1276.2,1396.8,1585.7,295.2,429.1,3.7,1.9,6239.9
Meghalaya,East Khasi Hills,2006,0.2,88,29.2,378.7,833.4,1433.3,817.6,368.9,576.1,37.9,27.8,9.4,4600.5
Meghalaya,East Khasi Hills,2007,0,75.1,18.2,527.9,592.4,1714.6,2997.5,643.1,1326.1,522.1,171.8,0.3,8589.1
Meghalaya,East Khasi Hills,2008,40.6,21.5,233.7,257,295.7,1211.4,2035,1899.8,591.5,292,2.7,4.3,6885.2
Meghalaya,East Khasi Hills,2009,0,45,59,254.8,659.5,766.9,1482,1432.1,399.2,284.9,2.2,0.7,5386.3
Meghalaya,East Khasi Hills,2010,0,0.5,418.7,1427.4,757.4,1883.4,1385.8,1188.9,714.6,478,15,21.7,8291.4
Meghalaya,Jaintia Hills,2004,3,3.9,68,247.4,546,545.2,2372.8,377.2,371.4,829.4,1.2,3,5368.5
Meghalaya,Jaintia Hills,2005,15.4,7,222.6,413.8,224.2,435.4,546,730.8,142,373.6,21.6,13.2,3145.6
Meghalaya,Jaintia Hills,2006,0,11,66.8,152.6,756.3,507.1,408.7,243,345.2,229,43,15.6,2778.3
Meghalaya,Jaintia Hills,2007,0,87.4,0.8,102.4,134.4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Meghalaya,Jaintia Hills,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Meghalaya,Jaintia Hills,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Meghalaya,Jaintia Hills,2010,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Mizoram,Aizwal,2004,0,0,6.4,353.8,214.8,431.6,614.8,379.8,328.3,133.6,2.1,0.7,2465.9
Mizoram,Aizwal,2005,6.1,6.7,153.7,85.1,295.5,118.5,410.7,250.6,308.7,222,34.8,5.4,1897.8
Mizoram,Aizwal,2006,0,4.8,1.5,57.1,387.5,469.1,411.2,264.4,242.2,182.7,2.5,0,2023.0
Mizoram,Aizwal,2007,0,61.3,26.9,222.2,201.1,511.6,424.5,447.1,580.3,185.6,99.3,0,2759.9
Mizoram,Aizwal,2008,37.7,9.4,9.2,55.5,140.4,246.3,258.8,426.4,377.8,164.8,24.6,0,1750.9
Mizoram,Aizwal,2009,0,0.3,N.A.,125.8,201.4,207.5,300.3,331.6,249,231.9,12,0,N.A.
Mizoram,Aizwal,2010,0.1,15.8,135,197.7,308,383.5,282.6,493.8,405.7,246.3,15.2,49.2,2532.9
Mizoram,Chhimtuipui,2004,0,N.A.,71,N.A.,N.A.,161,1217,0,0,135,12,0,N.A.
Mizoram,Chhimtuipui,2005,N.A.,0,N.A.,16,62,171.5,242,N.A.,486,N.A.,5,0,N.A.
Mizoram,Chhimtuipui,2006,0,0,0,5,350,458,779,434.5,324.5,205,0,0,2556.0
Mizoram,Chhimtuipui,2007,0,0,0.1,241,0,791.8,473,0,851.3,189,0,0,2546.2
Mizoram,Chhimtuipui,2008,N.A.,0,N.A.,0,0,N.A.,N.A.,N.A.,337.5,N.A.,N.A.,N.A.,N.A.
Mizoram,Chhimtuipui,2009,N.A.,0,20.7,79,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Mizoram,Chhimtuipui,2010,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,N.A.
Nagaland,Kohima,2004,2.9,3.5,10.6,217,174.5,209.2,547.9,237.6,285.2,161,15.3,0.2,1864.9
Nagaland,Kohima,2005,7.6,33.3,101.2,55.4,171.1,263.8,175.6,346.1,255.7,147.7,4.5,8.3,1570.3
Nagaland,Kohima,2006,0,22.7,10.6,85,214,309.8,234.9,102.5,261.3,83.5,25.4,10.4,1360.1
Nagaland,Kohima,2007,1.3,63.9,23.3,103.2,243.9,286.7,318.1,458.3,196.5,195.2,77.7,7.3,1975.4
Nagaland,Kohima,2008,41.9,5.4,64.5,37.4,182,350.3,406.4,300.5,349.8,131.1,0,6.4,1875.7
Nagaland,Kohima,2009,0,7.9,24.6,33.7,146.6,161.5,243.7,367.1,190.1,122.1,10.5,0,1307.8
Nagaland,Kohima,2010,2.4,13,60.9,84.1,98.9,329.3,451.6,516.8,228.5,73.7,1,21.2,1881.4
Nagaland,Mon,2004,14,14,20,10.6,N.A.,242,447,164,83.2,193,0,0,N.A.
Nagaland,Mon,2005,N.A.,40,360,163,73,108,168.5,N.A.,N.A.,N.A.,N.A.,13,N.A.
Nagaland,Mon,2006,7.4,103.3,11.4,316,176.8,183.4,257.6,190.8,299.6,N.A.,18.8,9.2,N.A.
Nagaland,Mon,2007,0,0,72.6,279.6,158.8,349.6,N.A.,386,405,N.A.,N.A.,13.5,N.A.
Nagaland,Mon,2008,N.A.,N.A.,117,0,206.8,N.A.,N.A.,N.A.,152.1,N.A.,N.A.,0,N.A.
