Source,IMD,,,,,,,,,,,,,,
State,District,Year,January,February,March,April,May,June,July,August,September,October,November,December,Annual Total
Andhra Pradesh,Hyderabad,2007,0,0,0,36.1,16.9,117.2,96.9,194,250,18.1,22.4,0,751.6
Andhra Pradesh,Hyderabad,2008,0,75.4,150,20.5,13.3,60,88.1,471.8,204.1,61.8,47.3,0,1192.3
Andhra Pradesh,Hyderabad,2009,0,0,1.1,20,17.7,62.5,51.6,303.7,144.7,74.2,28.7,3,707.2
Andhra Pradesh,Hyderabad,2010,9.6,4.1,3.4,0.4,17.3,149.2,345.6,246.5,240.9,53.1,43,14.3,1127.4
Andhra Pradesh,Karimnagar,2004,74.9,39.5,3.7,60.3,30.4,57.8,249.4,151.3,116.2,80.7,7.1,0,871.3
Andhra Pradesh,Karimnagar,2005,73.6,15.8,85.7,13.2,24.8,188.5,463.7,189.3,373.5,213.7,0,2.8,1644.6
Andhra Pradesh,Karimnagar,2006,0,0,89.8,54.3,27.5,93.9,182.2,450.8,503.8,15.6,93.1,0,1511.0
Andhra Pradesh,Karimnagar,2007,0,2,0.1,12.4,33.2,183.8,128.3,225.9,312.2,36.2,12.4,0,946.5
Andhra Pradesh,Karimnagar,2008,0.2,1,98.7,5.4,8.1,131.9,184.2,302.7,150.3,11.5,3.6,0,897.6
Andhra Pradesh,Karimnagar,2009,0,0,6.2,1.7,25.7,78.1,137.8,132.1,138.1,65.7,55.9,1.3,642.6
Andhra Pradesh,Karimnagar,2010,8.4,9.9,0,2.3,15.2,80.3,462.5,371.2,308.5,135.9,48.6,11.6,1454.4
Andhra Pradesh,Khammam,2004,7.3,0.5,0.4,19.6,31.6,107.2,291.3,433.5,111.4,79.2,30.7,0,1112.7
Andhra Pradesh,Khammam,2005,20.1,12.9,0.9,17.9,11.5,83.7,415.2,203.1,607.5,159.3,14.1,4.9,1551.1
Andhra Pradesh,Khammam,2006,0,0,17.1,47.1,57.5,145.1,196.3,482.3,375.7,36,36.3,0,1393.4
Andhra Pradesh,Khammam,2007,0,9,0,21.4,8.9,174.1,220,332.9,289.1,142.6,5,0,1203.0
Andhra Pradesh,Khammam,2008,0,43.1,135.8,4.6,15.9,244.2,318.5,529.6,195.6,62.9,33.6,0,1583.8
Andhra Pradesh,Krishna,2004,21.5,2.2,0.3,3.8,102,111.7,203.3,138.1,153.4,143.3,7.3,0,886.9
Andhra Pradesh,Krishna,2005,1.1,4,1.4,5.6,64.3,63.7,291.4,100.3,343.6,259.7,21.6,2.8,1159.5
Andhra Pradesh,Krishna,2006,0,0,68.5,57.2,54.6,132.1,75.9,168,223.2,386,101.8,0,1267.3
Andhra Pradesh,Krishna,2007,0,7.1,0,8.1,10.6,213.6,170.3,178.9,220.6,155.1,14.6,1,979.9
Andhra Pradesh,Krishna,2008,1,64.6,107.4,1.5,2.3,146.9,241.9,417,117.9,53,150.1,0.3,1303.9
Andhra Pradesh,Kurnool,2004,4.6,0.3,6.7,52.7,91,45.3,127.5,41.4,172.6,97.5,3.9,0,643.5
Andhra Pradesh,Kurnool,2005,2.3,4,6.1,27.1,41,47.7,153.5,106.2,172,270.9,5.9,1.5,838.2
Andhra Pradesh,Kurnool,2006,0,0,25.8,7.4,71.7,127.6,71.9,42.2,169.8,24,60,0.4,600.8
Andhra Pradesh,Kurnool,2007,0,3,0,17.5,47.4,432.6,72.4,184,250.5,55.4,19.4,0,1082.2
Andhra Pradesh,Kurnool,2008,0,12.8,99.5,0.1,34.5,42.2,100.7,137,129.3,90.1,61.3,1.1,708.6
Andhra Pradesh,Mahbubnagar,2004,16.6,0,0,15.2,26.2,29.5,97.7,30,99.2,108,0.4,0,422.8
Andhra Pradesh,Mahbubnagar,2005,1.2,2,9,8.6,16.6,53.5,277.7,160.8,273.2,247.4,2.3,0,1052.3
Andhra Pradesh,Mahbubnagar,2006,0,0,41.6,76.9,39,131.4,45,43.5,166.8,18.4,33.7,0,596.3
Andhra Pradesh,Mahbubnagar,2007,0,0,0,2.7,19,230.2,104.1,163.3,252.6,42.6,32.9,0.1,847.5
Andhra Pradesh,Mahbubnagar,2008,0,7,124.5,14.9,8.5,49.9,76.8,185.7,109,26.2,19,0.4,621.9
Andhra Pradesh,Mahbubnagar,2009,0,0,7.1,4.2,23.2,59.8,41.6,142.8,211.9,229.3,25.6,0.2,745.7
Andhra Pradesh,Mahbubnagar,2010,2.9,0,0,27.4,26.7,54,271.1,186.7,133.7,45.9,25,7.9,781.3
Andhra Pradesh,Medak,2004,2,0.2,10,43.2,14.6,49.5,301.7,101.4,80.5,51.7,0,0,654.8
Andhra Pradesh,Medak,2005,75,12.5,33.3,15,0,65.4,401.7,110.5,303,168.3,0,4,1188.7
Andhra Pradesh,Medak,2006,0,0,81.4,30.2,86.5,113.6,119.7,286.8,201.5,22.6,18.9,0,961.2
Andhra Pradesh,Medak,2007,0,0,0,6.6,19.1,165.2,124.4,142.5,260.4,14.1,13.5,0,745.8
Andhra Pradesh,Medak,2008,0,58.7,143.7,25.6,21,61.1,130.6,356.6,146.7,19.1,4.2,2,969.3
Andhra Pradesh,Nellore,2004,0.7,0,5.9,13.8,204.8,19.1,110.4,22.5,201.4,380.3,204.5,0,1163.4
Andhra Pradesh,Nellore,2005,3.4,18.2,9.7,23.2,63.7,39.7,75.1,78.2,71.8,604.8,362.9,199.8,1550.5
Andhra Pradesh,Nellore,2006,2.2,0,30,14.6,27.4,67.3,27.4,43.1,85.8,217.6,290,57.3,862.7
Andhra Pradesh,Nellore,2007,0,13,0,15.3,21.6,138.1,92.4,180.9,94.2,556.7,78,95.6,1285.8
Andhra Pradesh,Nellore,2008,22.3,47,57.2,0,2.1,20.3,80.6,123.4,55.4,262.6,422.2,9.2,1102.3
Andhra Pradesh,Nizamabad,2004,7.5,0.9,12.4,3.2,56.4,55.9,300.5,105.7,136.6,39.1,14.9,0,733.1
Andhra Pradesh,Nizamabad,2005,69,5.8,32,4.1,0.1,94,423.8,182.4,284.3,101.7,0,0.6,1197.8
Andhra Pradesh,Nizamabad,2006,0,0,51.7,28.9,45.3,124.8,200.2,361.1,194.9,46,13.7,0,1066.6
Andhra Pradesh,Nizamabad,2007,0,0,0.3,5.9,2,161.6,199.6,221.7,289.3,20.2,17,0,917.6
Andhra Pradesh,Nizamabad,2008,0,12.1,67.9,19,2,122,212.8,343.6,166.7,11.6,1.6,0,959.3
Andhra Pradesh,Prakasam,2004,15.2,0,3.5,51,140.7,16.1,87.7,33.3,191.2,164.6,54.5,0,757.8
Andhra Pradesh,Prakasam,2005,0,5.8,1.1,5.2,44.9,24.4,108.9,60.4,129.1,504.6,70,4.4,958.8
Andhra Pradesh,Prakasam,2006,0,0,65.7,66.4,46.6,80.9,24.7,42.7,149.2,232.1,148.8,11.9,869.0
Andhra Pradesh,Prakasam,2007,0,4.6,0,18.4,54,285.2,76.8,141,123.1,161,34.8,0.9,899.8
Andhra Pradesh,Prakasam,2008,0,92.2,115,0.6,5.8,15.6,96.9,103.3,79.5,107.7,315.1,6,937.7
Andhra Pradesh,Rangareddy,2004,23.8,5.8,14.2,37.7,47,34.4,233.7,80.7,148.1,103.7,0,0,729.1
Andhra Pradesh,Rangareddy,2005,12.7,13.2,33.8,16.9,29.6,96,332.5,130.1,274.2,162.3,0,0,1101.3
Andhra Pradesh,Rangareddy,2006,0,0,23.3,80.7,95.6,80.7,126,154.3,172.1,24.4,19.7,0,776.8
Andhra Pradesh,Rangareddy,2007,0,0.1,0,19.4,29.9,140.1,41.6,182.9,190.2,35,25.2,0,664.4
Andhra Pradesh,Rangareddy,2008,0,27.8,143.2,27.7,8.7,74.1,97.1,316.3,140.2,36,11.7,1.3,884.1
Andhra Pradesh,Srikakulam,2004,17.4,3.1,11.3,63.9,45.5,167.3,171.7,131.9,127,292.9,10.8,0,1042.8
Andhra Pradesh,Srikakulam,2005,17.1,0.5,26.4,15.2,48.4,93,150.4,161.9,423.4,144.2,73.3,1.7,1155.5
Andhra Pradesh,Srikakulam,2006,0,0,45,40,86.3,214.1,310.1,373.9,201.2,74.9,13,0,1358.5
Andhra Pradesh,Srikakulam,2007,0,0.3,7.4,8.5,87.2,363.9,106.5,176.4,314.4,148.4,0.6,0,1213.6
Andhra Pradesh,Srikakulam,2008,49.9,60.3,45.6,32.3,88,72.7,188.9,219.5,253.8,28.2,8.7,0,1047.9
Andhra Pradesh,Visakhapatnam,2004,11.8,11,2,95,69.7,242.8,201.5,86.1,131.7,125.2,12.9,0,989.7
Andhra Pradesh,Visakhapatnam,2005,8.9,9.4,22.9,63.1,60.9,149.6,92.7,112.9,492.2,422.4,54.1,1.3,1490.4
Andhra Pradesh,Visakhapatnam,2006,0,0,38.6,65.8,102.1,148.4,138,343,234.7,151.6,57,0.6,1279.8
Andhra Pradesh,Visakhapatnam,2007,0,6.3,1.7,13,66.1,337.9,81.4,129.4,263.5,227,4,0,1130.3
Andhra Pradesh,Visakhapatnam,2008,0.1,108.2,88.2,16.1,56.5,81.8,131.7,174.5,183.9,48.1,17.6,0.1,906.8
Andhra Pradesh,Vizianagaram,2004,80.4,24.9,9.3,80.9,40.6,187.8,267.5,86.3,87.9,120.4,48.5,0,1034.5
Andhra Pradesh,Vizianagaram,2005,9.1,0,14.8,16.6,46.2,151.3,114,116.6,346.5,378.4,142.5,0.5,1336.5
Andhra Pradesh,Vizianagaram,2006,0,0,52,58.7,89.5,191,195.6,374.1,220.3,45.8,46.4,0,1273.4
Andhra Pradesh,Vizianagaram,2007,0,0,4.1,29.3,135.3,379.5,49.1,150.4,317.2,158.5,1.3,0,1224.7
Andhra Pradesh,Vizianagaram,2008,10.2,55.6,72.2,42.4,63.3,86.6,235.6,231.2,241.5,22,8.7,0,1069.3
Andhra Pradesh,Warangal,2004,27.5,12.2,0,34.1,45.5,78.4,292.1,222,124.8,96.1,2,0,934.7
Andhra Pradesh,Warangal,2005,4.1,3.5,2.5,3.8,18.7,157.8,372.6,124.9,235.1,128.8,0,0,1051.8
Andhra Pradesh,Warangal,2006,0,0,80.2,30.7,14.3,91.8,156.4,379.7,393.8,25.1,57.8,0,1229.8
Andhra Pradesh,Warangal,2007,0,8.8,0,21,8.6,175.3,178.2,249.4,318.7,58.4,11.8,0,1030.2
Andhra Pradesh,Warangal,2008,0,32.2,136,38.3,10.8,190.1,210.4,491.4,168.3,46.7,2.4,0,1326.6
Andhra Pradesh,West Godavari,2004,3.6,2.5,0,1.7,64.4,105.3,172.4,191.9,117.7,169.6,3.9,0,833.0
Andhra Pradesh,West Godavari,2005,1.5,0,0,0.5,91.4,126,167.8,143,363.5,283.3,33.9,1.7,1212.6
Andhra Pradesh,West Godavari,2006,0,0,0.7,54.1,38.3,127.7,97.5,243.8,260.5,242.9,27.2,0,1092.7
Andhra Pradesh,West Godavari,2007,0,28.6,0,18.3,20.4,220.6,170.7,263.5,219.1,181.5,15.7,0.6,1139.0
Andhra Pradesh,West Godavari,2008,0,40.9,101.1,3.2,6.2,129.9,289.3,384.1,122.4,43.4,113.5,0.1,1234.1
Arunachal Pradesh,Changlang,2004,40.4,18.6,123.8,402.4,308.4,449.8,611.9,328.5,378.6,214.1,3.7,5.4,2885.6
Arunachal Pradesh,Changlang,2005,33.2,219.2,394.7,209.5,221.3,195.6,363.1,355.7,102.7,159.5,19.4,6.4,2280.3
Arunachal Pradesh,Changlang,2006,17.1,136.4,60.3,229.4,203.3,224.2,282.1,157.6,216.7,66.6,52.5,14.5,1660.7
Arunachal Pradesh,Changlang,2007,15.7,86,24.2,210.4,156.1,331.4,453.8,293.5,311.4,27.2,8.1,3,1920.8
Arunachal Pradesh,Changlang,2008,N.A.,22,44.8,0,0,322.9,432.8,277.9,115.9,82.2,0,0,N.A.
Arunachal Pradesh,Changlang,2009,26.7,19.6,36,101.5,170.5,211.2,225.9,186.4,201.2,110.8,17,0,1306.8
Arunachal Pradesh,Changlang,2010,0,0,38,296.6,271.1,471.1,334,192.1,244.2,37.8,32.8,0,1917.7
Arunachal Pradesh,Dibang Valley,2004,52.3,33.4,403.4,281.6,432.4,387.3,1467,528.4,438.2,408.2,0,39.2,4471.4
Arunachal Pradesh,Dibang Valley,2005,92.4,212.2,421,341.8,177.2,326.8,1184,404.1,485,200.8,43.4,4.8,3893.5
Arunachal Pradesh,Dibang Valley,2006,5.4,226.4,0,N.A.,26.4,N.A.,571.4,397.4,337.4,N.A.,71.8,0,N.A.
Arunachal Pradesh,Dibang Valley,2007,23.2,0,87,537.4,N.A.,657.2,N.A.,0,791.4,151,0,4,N.A.
Arunachal Pradesh,Dibang Valley,2008,N.A.,0,N.A.,0,0,N.A.,N.A.,1283.7,248.5,N.A.,N.A.,48,N.A.
Arunachal Pradesh,Dibang Valley,2009,N.A.,114.3,82,289.5,80,535.5,591,N.A.,N.A.,N.A.,40.5,N.A.,N.A.
Arunachal Pradesh,Dibang Valley,2010,N.A.,N.A.,N.A.,N.A.,N.A.,0,N.A.,N.A.,N.A.,N.A.,N.A.,0,N.A.
Arunachal Pradesh,East Kameng,2004,33.4,21,117.3,277.9,317.6,738.7,601.1,219.8,335.5,145.6,26.8,7.5,2842.2
Arunachal Pradesh,East Kameng,2005,59.2,122.8,155.3,168.6,350.2,354.9,686.2,816.2,658.1,209,53.3,0,3633.8
Arunachal Pradesh,East Kameng,2006,2.3,104,61.3,179.5,363.8,192.6,519.2,202.5,181.1,11.4,23.6,7.6,1848.9
Arunachal Pradesh,East Kameng,2007,12.4,70,9.3,92.8,65.8,340.6,308,171,227.4,50,6.2,7.2,1360.7
Arunachal Pradesh,East Kameng,2008,56,10,111.4,50.4,226,309.8,232.6,480.2,123.4,62.9,0,0,1662.7
Arunachal Pradesh,East Kameng,2009,13.2,10,N.A.,N.A.,71,154.9,424.5,265.9,91.4,88.4,5.8,6.9,N.A.
Arunachal Pradesh,East Kameng,2010,0,3,38.4,87.6,153.6,165.3,177.6,172.2,334.9,32.9,4.1,1,1170.6
Arunachal Pradesh,East Siang,2004,24.2,33.4,311.8,265.3,544.5,652.8,2280.7,375.5,455.9,267.4,0,31.5,5243.0
Arunachal Pradesh,East Siang,2005,71.2,245.3,297.9,331.3,205.4,579.9,840.1,915.5,543.4,244.4,22.6,0,4297.0
Arunachal Pradesh,East Siang,2006,9.1,179.8,34,272.9,534.8,700.6,664.7,535.8,547.2,27.4,158.1,42.4,3706.8
Arunachal Pradesh,East Siang,2007,13.7,94.1,94.6,555,398,899.4,1526.5,406,909,84,9.8,9.1,4999.2
Arunachal Pradesh,East Siang,2008,243.3,73.2,188.6,281.3,203.5,703.7,1020.5,1032,232.9,108.8,5.7,4.4,4097.9
Arunachal Pradesh,East Siang,2009,52.9,153.1,46.1,259.8,159.7,464.7,558.9,735.4,286.5,158.8,147.7,19.7,3043.3
Arunachal Pradesh,East Siang,2010,0,40.6,306.6,623.5,495,1018.9,542.5,419.5,841.1,81.1,99.4,26.5,4494.7
Arunachal Pradesh,Lohit,2004,24.9,8.1,182.2,208.4,418.4,273.8,1145,290.3,376.1,212.9,1.2,45,3186.3
Arunachal Pradesh,Lohit,2005,48.9,48.2,333.3,249,123.6,249.8,634.3,401.7,201.6,144.2,22.8,17.9,2475.3
Arunachal Pradesh,Lohit,2006,0,225.3,53.5,235.5,294.1,588.9,453,278,337.4,70.5,89,21.4,2646.6
Arunachal Pradesh,Lohit,2007,8.7,120.3,22.1,421.5,152.3,371.3,845,292.9,441,74.4,29.5,8,2787.0
Arunachal Pradesh,Lohit,2008,42.9,40.2,242.4,177.3,260,310.4,633.9,442.8,148.7,78.1,52.2,7.6,2436.5
Arunachal Pradesh,Lohit,2009,82.4,136.6,32.7,269.7,88.6,267,419.6,533.8,302.2,124.8,80.2,17.7,2355.3
Arunachal Pradesh,Lohit,2010,0,21,212.5,937.3,563.8,461.8,619.1,339.8,470.8,66.7,34.4,6.5,3733.7
Arunachal Pradesh,Lower Subansiri,2004,25,24.6,89.2,105.9,99,183.2,125.3,91.4,80.7,133,5.9,1.6,964.8
Arunachal Pradesh,Lower Subansiri,2005,60.5,88.2,83.2,71.3,120.4,46.1,199.6,144.6,63.7,65.9,19.8,0,963.3
Arunachal Pradesh,Lower Subansiri,2006,3.8,48.2,28.4,122.7,145.1,122.2,163.4,70.8,72.6,0.4,35.6,12,825.2
Arunachal Pradesh,Lower Subansiri,2007,11.2,69.1,13.9,98.8,155.8,128.2,153.3,106.1,162.2,35.4,25.4,3.1,962.5
Arunachal Pradesh,Lower Subansiri,2008,42,34.5,63.8,97.5,95.8,169.4,208.4,138.7,83.4,38.9,0,5.2,977.6
Arunachal Pradesh,Lower Subansiri,2009,5.6,25.4,114.2,61.4,124.2,80.6,146.9,173.2,53,51.2,1.2,3.6,840.5
Arunachal Pradesh,Lower Subansiri,2010,0,3.6,109.7,87.8,128.8,80.4,104,68.6,75,30.7,18.2,0,706.8
Arunachal Pradesh,Papumpara,2004,65.2,8.4,272.7,267.6,714.6,678,746.4,322.1,536.5,353.3,0,27.1,3991.9
Arunachal Pradesh,Papumpara,2005,0,58.5,180.9,163,271.9,524.6,459.9,638.6,210,79.8,16.3,0,2603.5
Arunachal Pradesh,Papumpara,2006,7.6,246,42.2,184.2,147.9,429.9,381.4,191,315.3,108,72.3,22.3,2148.1
Arunachal Pradesh,Papumpara,2007,18.8,113,62.3,469.7,505.8,923.1,643.9,272.9,541.9,127.8,11.6,8.8,3699.6
Arunachal Pradesh,Papumpara,2008,68.9,21.8,162.5,186.6,405.8,1035,791.9,1017.7,382.8,180,0,8.4,4261.4
Arunachal Pradesh,Papumpara,2009,41.6,23.8,47.2,248.6,389.3,520.4,571.4,564.4,101,204.7,25.8,7,2745.2
Arunachal Pradesh,Papumpara,2010,0,10,326.4,649.4,478.2,648.3,505.5,385.9,790,41.5,63.5,1.5,3900.2
Arunachal Pradesh,Tawang,2004,7.3,1.8,88.8,242.7,194.2,253.8,502.3,231.8,106.5,185.3,16.9,0,1831.4
Arunachal Pradesh,Tawang,2005,0,130.6,184.5,180.5,209.9,137.9,282.2,303.4,191.6,94.6,20.3,0,1735.5
Arunachal Pradesh,Tawang,2006,0,22.4,97.8,236.6,244.8,214.6,247.1,154,161.8,61.1,29.1,4.4,1473.7
Arunachal Pradesh,Tawang,2007,7.2,1.2,25.6,208.7,88.7,230.5,422.2,210.6,273.1,103.3,24,0,1595.1
Arunachal Pradesh,Tawang,2008,0,3.4,10.8,247.4,172.9,233,298.2,373,156.7,117,2.1,12.4,1626.9
Arunachal Pradesh,Tawang,2009,0.6,1,89.8,141.4,117.5,139.1,230.1,272.2,131.6,100.6,11.1,0,1235
Arunachal Pradesh,Tawang,2010,0,17.1,301.9,233.5,294.5,18,N.A.,N.A.,256.3,111.1,92.8,0,N.A.
Arunachal Pradesh,Tirap,2004,60.4,18.1,76.6,433.2,516.8,553.4,679.9,648.4,593,284.6,12,17,3893.4
Arunachal Pradesh,Tirap,2005,47.2,135,292.8,165.4,253.6,672.4,843.8,994,271.3,199,3,0,3877.5
Arunachal Pradesh,Tirap,2006,2.2,112.5,25.8,456.8,296,526.4,627.8,280.8,420.7,147,28.2,0,2924.2
Arunachal Pradesh,Tirap,2007,2.4,0,N.A.,282.9,249.3,523.9,626.7,630.4,413.1,220.4,35.3,52.3,N.A.
Arunachal Pradesh,Tirap,2008,53.6,39.1,188.4,129.9,353,495.8,857,606.9,417.2,63.3,0,0,3204.2
Arunachal Pradesh,Tirap,2009,80.6,61.2,74.6,213.6,378,720.8,1010.2,850.8,392.2,200.4,63.4,2.9,4048.7
Arunachal Pradesh,Tirap,2010,12.2,9.4,187,355.6,442,645.3,624.2,508,563.1,84.8,29.6,17.3,3478.5
Arunachal Pradesh,Upper Siang,2004,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Arunachal Pradesh,Upper Siang,2005,N.A.,216.3,N.A.,322.2,142.7,N.A.,N.A.,0,139,92.7,0,0,N.A.
Arunachal Pradesh,Upper Siang,2006,N.A.,N.A.,N.A.,N.A.,0,N.A.,719,N.A.,784.7,323,124.7,0,N.A.
Arunachal Pradesh,Upper Siang,2007,28.1,0,59.1,0,N.A.,474,N.A.,0,N.A.,N.A.,8,3,N.A.
Arunachal Pradesh,Upper Siang,2008,N.A.,0,N.A.,0,113.7,N.A.,N.A.,357.5,289.2,N.A.,N.A.,6.9,N.A.
Arunachal Pradesh,Upper Siang,2009,15,N.A.,N.A.,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,N.A.
Arunachal Pradesh,Upper Siang,2010,0,N.A.,306.8,124.3,354.8,713.2,551,434.5,899,335.7,105.7,8.7,N.A.
Arunachal Pradesh,Upper Subansiri,2004,34,53,76.2,98.1,144.8,240.6,236.6,134,167.6,97.4,3,21.2,1306.5
Arunachal Pradesh,Upper Subansiri,2005,21,112.8,181,83.4,196.6,398.2,225.6,225.8,N.A.,123.3,51,0,N.A.
Arunachal Pradesh,Upper Subansiri,2006,6.8,60.2,35.7,138.9,204.8,175.6,236.8,217.4,166.2,136.2,35,19.4,1433.0
Arunachal Pradesh,Upper Subansiri,2007,22.8,123.8,53,190,123.6,338.4,391,239.8,352.4,155.8,20.3,15.2,2026.1
Arunachal Pradesh,Upper Subansiri,2008,79.8,12.8,140,141.8,83.7,288.4,352.7,217.6,120.6,146.6,0,1.6,1585.6
Arunachal Pradesh,Upper Subansiri,2009,5.8,48.2,40.6,176.2,145.8,360,169.4,454.4,157.6,58.2,10.4,10.9,1637.5
Arunachal Pradesh,Upper Subansiri,2010,0,15,174.8,315.4,183.6,160.2,198.8,185.4,273.4,46.4,73.3,28.8,1655.1
Arunachal Pradesh,West Kameng,2004,24.8,13.3,58.3,137.6,344.3,640.5,649.5,404.2,687.2,302.7,16.1,4.5,3283.0
Arunachal Pradesh,West Kameng,2005,43.8,59.6,64.5,78.5,184.6,261.8,414.2,529.8,457.2,220.4,28.6,1.4,2344.4
